Timestamp,pres,temp1,umid,temp2,V450,B500,G550,Y570,O600,R650,temps1,temps2,lumina
11/1/2022 19:00,993.3024902,8.534255981,99.99694824,10.45020771,0,0,0,0,0,0,12.015625,12.0234375,0
11/1/2022 20:00,992.9636841,7.264892578,99.99694824,9.231640816,0,0,0,0,0,0,12.046875,11.53125,0
11/1/2022 21:00,992.6911011,5.947212219,99.99694824,8.12385273,0,0,0,0,0.001226686,0,12.0390625,11.03125,0.001226686
11/1/2022 22:00,992.6276855,5.174583435,99.99694824,7.489392281,0,0,0,0,0,0,11.9921875,10.5859375,0
11/1/2022 23:00,992.4285889,4.794174194,99.99694824,7.09159565,0,0,0,0,0,0,11.9140625,10.2421875,0
11/2/2022 0:00,992.2182007,3.657424927,99.99694824,6.114727974,0,0,0,0,0,0,11.8125,9.7734375,0
11/2/2022 1:00,992.1824951,2.96459198,99.99694824,5.480267525,0,0,0,0,0,0,11.6953125,9.3671875,0
11/2/2022 2:00,992.5444336,2.254341125,99.99694824,4.886090279,0,0,0,0,0,0,11.5703125,8.9765625,0
11/2/2022 3:00,992.6821899,1.936859131,99.99694824,4.533612251,0,0,0,0,0,0,11.4296875,8.6875,0
11/2/2022 4:00,992.8187256,1.35471344,99.99694824,4.080426216,0,0,0,0,0,0,11.28125,8.328125,0
11/2/2022 5:00,993.295166,1.393486023,99.99694824,4.080426216,0,0,0,0,0,0,11.1328125,8.109375,0
11/2/2022 6:00,993.265625,1.440132141,99.99694824,4.140851021,0.004501469,0.003257597,0.002651444,0.002354233,0.001226686,0.002299258,10.984375,7.953125,0.016290687
11/2/2022 7:00,993.4675904,3.838928223,99.99694824,6.379086495,26.73892027,29.29159347,32.48183643,24.81896238,38.37382806,21.11473796,10.83984375,8.41796875,172.8198786
11/2/2022 8:00,993.6695557,6.237724304,99.99694824,8.617321968,53.47333908,58.57992935,64.96102142,49.63557053,76.74642944,42.22717667,10.6953125,8.8828125,345.6234665
11/2/2022 9:00,993.8955688,11.93662262,90.80200195,13.05854511,80.46581268,92.81980896,95.45967102,78.19062805,97.9666748,68.06861115,10.578125,10.4921875,512.9712067
11/2/2022 10:00,993.8131104,17.11969757,81.10351563,17.20771599,164.7468109,212.1357574,141.5836029,162.6051178,139.338501,168.2849121,10.546875,12.203125,988.6947021
11/2/2022 11:00,993.475769,18.19519043,75.14038086,18.78883171,127.6388321,138.3297424,132.3135223,113.3510132,135.1951447,108.3937073,10.609375,13.2109375,755.221962
11/2/2022 12:00,993.0801392,18.34240723,76.39160156,18.02848625,178.509491,213.494751,132.194397,156.556488,135.2727814,176.7066193,10.7578125,13.4609375,992.7345277
11/2/2022 13:00,992.6779175,16.71960449,80.23681641,17.13218498,160.4473572,191.4414368,133.4293518,160.3726196,126.0015411,140.5667725,10.96875,13.421875,912.259079
11/2/2022 14:00,992.3362427,16.49485016,83.88366699,17.21778679,139.4615784,155.2739563,104.9194031,125.8785324,109.648674,122.2873993,11.1796875,13.5390625,757.4695435
11/2/2022 15:00,992.3608398,17.57990265,80.078125,17.64579582,66.37565613,58.38101959,39.29573441,42.56806564,44.91141891,51.31024551,11.390625,13.984375,302.8421402
11/2/2022 16:00,992.5847778,14.4337616,92.33703613,15.35972309,36.66296005,37.77672195,25.77866745,29.18778229,25.72237396,33.92555618,11.6015625,13.53125,189.0540619
11/2/2022 17:00,992.822998,10.62456512,99.99694824,12.09174824,0.156050921,0.146591857,0.074240446,0.074158341,0.066241033,0.103466623,11.78125,12.796875,0.62074922
11/2/2022 18:00,993.6968994,9.474899292,99.99694824,11.36161518,0,0,0,0,0.001226686,0,11.8984375,12.328125,0.001226686
11/2/2022 19:00,994.0935059,8.91860199,99.99694824,10.78757954,0,0,0,0,0,0,11.9609375,12.015625,0
11/2/2022 20:00,994.6065063,7.235115051,99.99694824,9.302136421,0,0,0,0,0,0,11.984375,11.5390625,0
11/2/2022 21:00,994.9014893,8.408943176,99.99694824,10.3243227,0,0,0,0,0,0,11.9765625,11.5546875,0
